,User_Name,Twitter_Name,Location,Bio,Tweet,city_police,media,Language,Tweet_Link,is_Retweeted,Original_Tweet_by,Hashtags,User_Mentions,tweet_date,tweet_time
593,Mohammed Abdul Aleem,ALMFAIZ1968,,,@TeluguSarcasm @hydcitypolice @karnatiramu You are a ideal for all Indian police officers sir,Hyderabad,[],en,https://twitter.com/statuses/1139075766522716161,no,NA,[],"['TeluguSarcasm', 'hydcitypolice', 'karnatiramu']",Jun-13-2019,07:43:20
594,Akshay Nomula,NomulaAkshay,"Hyderabad, India",,"Can you please justify this and your tweet???
SHRC urged to re-probe closed missing cases - The New Indian Express https://t.co/0vj9prSIGk

@hydcitypolice @CPHydCity https://t.co/XQojUQn1mM",Hyderabad,[],en,https://twitter.com/statuses/1139075586595254272,no,NA,[],"['hydcitypolice', 'CPHydCity']",Jun-13-2019,07:42:37
595,Jalagam Sandeep,Jalagamsandeep,"Hyderabad, Andhra Pradesh",,RT @hydcitypolice: https://t.co/w7ja5mQ8pJ,Hyderabad,['https://twitter.com/hydcitypolice/status/1139068547722858496/photo/1'],und,https://twitter.com/statuses/1139075025850396673,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:40:23
596,Masood Ali,ali_masood786,"Hyderabad, India",😎🤔🙄,@hydcitypolice Just now got call from 9818346173 she said calling from police threatened to give me72000,Hyderabad,[],en,https://twitter.com/statuses/1139074975518715904,no,NA,[],['hydcitypolice'],Jun-13-2019,07:40:11
597,Shareef Miyashaik,SMiyashaik,,1972,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139074916639285248,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:39:57
598,Najm Rafay,najmrafay,"Hyderabad, India","Life , Family  , Respect 
 #HappySmiles

RT's and Likes are not endorsements, Tweets are views in free society.. Bhakts stay away","@handsome1326 @desimojito @hydcitypolice I am not taunting with all due respect, encouraging to use safe protection for avoid hazmat if you value our kind suggestions please",Hyderabad,[],en,https://twitter.com/statuses/1139074754848014336,no,NA,[],"['handsome1326', 'desimojito', 'hydcitypolice']",Jun-13-2019,07:39:19
599,Swathi,Swathi76984159,"Hyderabad, India","Studying pharmD ( doctor of pharmacy)💊💊💊.
Born to my princess on June 7
💜💜💜💜💜I love myself💞💞💞💞💞","RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139074386529361920,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:37:51
600,Thirupathi bandari,BTR_KTR,"Hyderabad, Telangana","Personal assistant to Working president of Telangana rashtra samithi,MLA from siricilla Telangana,India","RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139074071444897792,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:36:36
601,Thirupathi bandari,BTR_KTR,"Hyderabad, Telangana","Personal assistant to Working president of Telangana rashtra samithi,MLA from siricilla Telangana,India",RT @RachakondaCop: We appeal to the netizens not to share/like frivolous posts over missing cases on social media. @TelanganaDGP @hydcitypo…,Hyderabad,[],en,https://twitter.com/statuses/1139074059696607234,yes,RachakondaCop,[],"['She_TeamRCK1', 'hydcitypolice', 'IGWomenSafety', 'TelanganaDGP', 'RachakondaCop', 'cyberabadpolice']",Jun-13-2019,07:36:33
602,TARUN 🇮🇳,iamtarun22,"Delhi, India 🇮🇳","Indian, Fan of @Marvel Superheroes specially #IronMan. Love Watching Cricket #TeamIndia, TV shows and Movies.",RT @hydcitypolice: https://t.co/w7ja5mQ8pJ,Hyderabad,['https://twitter.com/hydcitypolice/status/1139068547722858496/photo/1'],und,https://twitter.com/statuses/1139073678883184640,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:35:02
603,Arun Kumar Reddy,Aruneha6342,"Hyderabad, India",9-2-1991,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139072314790645760,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:29:37
604,Choutuppal Police Station,ChoutuppalPS,,,"RT @RachakondaCop: రాచకొండ పోలీస్ వారి విజ్ఞప్తి  
మిస్సింగ్ కేసుల గురించి ప్రజలలో భయాందోళనలు  కలిగించే విధంగా సోషల్ మీడియా లో తప్పుడు పోస్…",Hyderabad,[],te,https://twitter.com/statuses/1139070681163882497,yes,RachakondaCop,[],"['hydcitypolice', 'IGWomenSafety', 'TelanganaDGP', 'RachakondaCop', 'cyberabadpolice']",Jun-13-2019,07:23:07
605,Choutuppal Police Station,ChoutuppalPS,,,RT @cyberabadpolice: We appeal to the netizens not to share/like frivolous posts over missing cases on social media @dcpshmbad_cyb @dcpmadh…,Hyderabad,[],en,https://twitter.com/statuses/1139070589644095489,yes,cyberabadpolice,[],"['dcpmadhapur_cyb', 'hydcitypolice', 'dcpshmbad_cyb', 'cyberabadpolice', 'dcpbalnagar_cyb']",Jun-13-2019,07:22:46
606,sanjay bajaj,iiirdi,"ÜT: 17.423289,78.4438978",Today is yesterday's today you were worried about yesterday,@hydcitypolice came to Punjagutta PS what an amazing transformation looks like a #Corporate office well groomed officer's neat clean place no doubt was rated as Best,Hyderabad,[],en,https://twitter.com/statuses/1139070511776903168,no,NA,['Corporate'],['hydcitypolice'],Jun-13-2019,07:22:27
607,Praneeth,praneethjasti97,"Secunderabad, Hyderabad",MBBS from Apollo Medical college,RT @hydcitypolice: https://t.co/P76xBVtDA3,Hyderabad,['https://twitter.com/hydcitypolice/status/1139038574282543105/photo/1'],und,https://twitter.com/statuses/1139070214643916800,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:21:16
608,ALLURU KRISHNA CHAIT,kriss905,INDIA,,@hydcitypolice  small advice to traffic police of Hyderabad. Please control traffic on roads before capturing pictures of violations.,Hyderabad,[],en,https://twitter.com/statuses/1139069504242081792,no,NA,[],['hydcitypolice'],Jun-13-2019,07:18:27
609,SHO GANDHI NAGAR,shogandhinagar,"Hyderabad, India",S. SREENIVASA RAO,"@hydcitypolice @Sharath4747 @TelanganaDGP On the complaint of Sri. M. Babu Rao on 08.06.2019 at 0630 hrs  a case in https://t.co/zWSuGJWpzB. 187/19 U/h woman missing was registered and took up the investigation and in the same evening the missing woman Kum. M. Spandana, aged 19 yrs was traced. https://t.co/ifYUgJepfE",Hyderabad,['https://twitter.com/shogandhinagar/status/1139069487099990016/photo/1'],en,https://twitter.com/statuses/1139069487099990016,no,NA,[],"['Sharath4747', 'hydcitypolice', 'TelanganaDGP']",Jun-13-2019,07:18:23
610,sashikumar,sklmhyd1,"Hyderabad, India",Lets meet the only person who can make you happy - YOU😀,@hydcitypolice Mouka.. Mouka..,Hyderabad,[],ht,https://twitter.com/statuses/1139069447682035714,no,NA,[],['hydcitypolice'],Jun-13-2019,07:18:13
611,TADUKA SRINIVAS,SrinivasTaduka,"Sircilla, Telangana,","Founder-President Of
SAHITHI DISABLED Welfare Association
at SIRCILLA, Rajanna Sircilla Dist.
State Vice President Of All India Disabled Rights Forum Telangana,","RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139068836039127040,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:15:48
612,VenkataSrinath.g@,VenkataSrinath1,,,RT @hydcitypolice: https://t.co/w7ja5mQ8pJ,Hyderabad,['https://twitter.com/hydcitypolice/status/1139068547722858496/photo/1'],und,https://twitter.com/statuses/1139068661056937984,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:15:06
613,SANTOSH A.S🇮🇳,santosh4bharat,Bharat ,"Critic, Analyst & Activist (Social & National Security) || President: Legal Rights Protection Forum
#Note: Views Are Strictly Personal",@hydcitypolice Sir such news is appearing continuously on Print/Web/Electronic Media which is making the people confuse. How can people differentiate whether it's fake or not? Kindly issue notices to Media Groups.,Hyderabad,[],en,https://twitter.com/statuses/1139068489593786368,no,NA,[],['hydcitypolice'],Jun-13-2019,07:14:25
614,srikanth,yewrsri,"Hyderabad, India",,RT @RachakondaCop: We appeal to the netizens not to share/like frivolous posts over missing cases on social media. @TelanganaDGP @hydcitypo…,Hyderabad,[],en,https://twitter.com/statuses/1139068046415286273,yes,RachakondaCop,[],"['She_TeamRCK1', 'hydcitypolice', 'IGWomenSafety', 'TelanganaDGP', 'RachakondaCop', 'cyberabadpolice']",Jun-13-2019,07:12:39
615,Akshat,itsAkshatM,On the edge of the oblivion.,I make stuff. I program stuff. I bitch about stuff.,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139067702117511169,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:11:17
616,Arun Kumar,arun_yerukonda,"Hyderabad, India",,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139067270943059971,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:09:34
617,kiran kumar,kirankumar2641,,"Iam social worker, fights for justice","@hydcitypolice Sir, Missing case rumours are been spreading by ETV telangana News channel repeatedly, please stop them to telecast the news.",Hyderabad,[],en,https://twitter.com/statuses/1139067253809340416,no,NA,[],['hydcitypolice'],Jun-13-2019,07:09:30
618,Pramod Chaturvedi,PramodChturvedi,"Hyderabad, New Delhi, Ballia","Journlist, Working with ANI as a Bureau Chief, Hyderabad (AP & Telangana Incharge), Views are Personal","Solved 85 % missing person cases: #Telangana police 

#Hyderabad @TelanganaDGP @TelanganaPolice @hydcitypolice

https://t.co/cjFNyo8n4I",Hyderabad,[],en,https://twitter.com/statuses/1139067044182151168,no,NA,"['Hyderabad', 'Telangana']","['TelanganaPolice', 'hydcitypolice', 'TelanganaDGP']",Jun-13-2019,07:08:40
619,Francis,chinnuchnu,"Hyderabad, India",,RT @RachakondaCop: We appeal to the netizens please don't believe the social media #rumours about #Missing #cases .@TelanganaDGP @hydcitypo…,Hyderabad,[],en,https://twitter.com/statuses/1139066484309647360,yes,RachakondaCop,"['Missing', 'cases', 'rumours']","['She_TeamRCK1', 'hydcitypolice', 'IGWomenSafety', 'TelanganaDGP', 'RachakondaCop', 'cyberabadpolice']",Jun-13-2019,07:06:27
620,चौकीदार मावळा!!!,pralhadc,"Thane, India",,"RT @LakshmiRamanuj2: Sir, again today they're preaching at the same place @hydcitypolice  @shoousity https://t.co/wfIcqJOQon",Hyderabad,[],en,https://twitter.com/statuses/1139065322990755841,yes,LakshmiRamanuj2,[],"['shoousity', 'LakshmiRamanuj2', 'hydcitypolice']",Jun-13-2019,07:01:50
621,ShashI⭐,iSmartShashi_,"Hyderabad, India",From Telangana😘 | Die heart Fan of @tarak9999 Anna❤| Fan of | @thorofficial ❤| @Dhanushkraja ❤| @actorvijay ❤| @actor_nithiin ❤| @HeroManoj1 ❤| | @alluarjun ❤|,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139065303491522561,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,07:01:45
622,Mahmood Al Amoodi,mdmahmood4u,,,No parking side parking time 12:20pm date 13-06-2019 near old police commissioner office Chatta Bazaar Hyderabad @HYDTP @TelanganaDGP @CPHydCity @KasmaniOsman @hydcitypolice @acpmirchowk https://t.co/08WZnWU0Js,Hyderabad,['https://twitter.com/mdmahmood4u/status/1139065295136468992/photo/1'],en,https://twitter.com/statuses/1139065295136468992,no,NA,[],"['hydcitypolice', 'CPHydCity', 'TelanganaDGP', 'acpmirchowk', 'KasmaniOsman', 'HYDTP']",Jun-13-2019,07:01:43
623,SURYA,ranivaasa,,"#indian #dreamer #believer #achiever  hopefully one day,  my tweets r purely personal","RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139064802112823296,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:59:46
624,Vishnudev Mateti,DevaThalaiva,"Warangal-Hamamkonda, India",,RT @RachakondaCop: We appeal to the netizens not to share/like frivolous posts over missing cases on social media. @TelanganaDGP @hydcitypo…,Hyderabad,[],en,https://twitter.com/statuses/1139064441037656064,yes,RachakondaCop,[],"['She_TeamRCK1', 'hydcitypolice', 'IGWomenSafety', 'TelanganaDGP', 'RachakondaCop', 'cyberabadpolice']",Jun-13-2019,06:58:20
625,SKG🇮🇳,sunilgandrati,"Hyderabad, India",,@HYDTP @NaveenChakrav13 @hydcitypolice How many times you ppl conduct awareness programs..After the awareness program again the same situation..conduct the same programs for triple riding bikers instead of fine them 1000/1200 rupees..,Hyderabad,[],en,https://twitter.com/statuses/1139064385882603522,no,NA,[],"['hydcitypolice', 'HYDTP', 'NaveenChakrav13']",Jun-13-2019,06:58:07
626,"Anjani Kumar, IPS",CPHydCity,Telangana,"Commissioner of Police,                     
                                                                       Join Hands with us to make a Safer Hyderabad",RT @hydcitypolice: https://t.co/P76xBVtDA3,Hyderabad,['https://twitter.com/hydcitypolice/status/1139038574282543105/photo/1'],und,https://twitter.com/statuses/1139064110639771648,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:57:01
627,madhu,snoopy6480,,,RT @hydcitypolice: https://t.co/P76xBVtDA3,Hyderabad,['https://twitter.com/hydcitypolice/status/1139038574282543105/photo/1'],und,https://twitter.com/statuses/1139063559936139264,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:54:50
628,madhu,snoopy6480,,,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139063534501810176,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:54:44
629,Abdul,saleem_telangan,Hyderabad,"I LOVE INDIA🇮🇳 .I LOVE TELNGANA 🌷🌷
For every minute you are angry you lose sixty seconds of happiness.” ...","RT @RachakondaCop: రాచకొండ పోలీస్ వారి విజ్ఞప్తి  
మిస్సింగ్ కేసుల పట్ల  ఎవరైనా తప్పుడు ప్రచారం లేదా తప్పుడు సమాచారం చేసిన వారి పైన చట్ట ప్…",Hyderabad,[],te,https://twitter.com/statuses/1139063484417683458,yes,RachakondaCop,[],"['She_TeamRCK1', 'hydcitypolice', 'IGWomenSafety', 'TelanganaDGP', 'RachakondaCop', 'cyberabadpolice']",Jun-13-2019,06:54:32
630,Teja Swaroop Arukoti,TejaArukoti,"Hyderabad,India","Microsoft Student Partner, Passionate about programming and sharing the knowledge.",@HYDTP @CIVILKHAN1 @HiHyderabad @GHMCOnline @HydUPTOdate @hydcitypolice @Hydbeatdotcom @AddlCPTrHyd @rajakesarimdk @CommissionrGHMC @TelanganaDGP @CPHydCity Attaching link: https://t.co/4GevSE8C6d,Hyderabad,[],en,https://twitter.com/statuses/1139063467304935425,no,NA,[],"['CommissionrGHMC', 'HydUPTOdate', 'hydcitypolice', 'HiHyderabad', 'CIVILKHAN1', 'CPHydCity', 'AddlCPTrHyd', 'rajakesarimdk', 'TelanganaDGP', 'Hydbeatdotcom', 'GHMCOnline', 'HYDTP']",Jun-13-2019,06:54:28
631,Vibha Sharma,vibha_blogger,,,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139063400565108736,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:54:12
632,RAMESH NARKIMELLI,RUMMesh_N,"Hyderabad, India",Waiting for IT**,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139063215034253312,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:53:27
633,Abdul,saleem_telangan,Hyderabad,"I LOVE INDIA🇮🇳 .I LOVE TELNGANA 🌷🌷
For every minute you are angry you lose sixty seconds of happiness.” ...","RT @surajkiller: This is one of the best achievement by our @hydcitypolice police department.
Look at the number of children rescued under…",Hyderabad,[],en,https://twitter.com/statuses/1139062646987153409,yes,surajkiller,[],"['hydcitypolice', 'surajkiller']",Jun-13-2019,06:51:12
634,Teja Swaroop Arukoti,TejaArukoti,"Hyderabad,India","Microsoft Student Partner, Passionate about programming and sharing the knowledge.",@HYDTP @CIVILKHAN1 @HiHyderabad @GHMCOnline @HydUPTOdate @hydcitypolice @Hydbeatdotcom @AddlCPTrHyd @rajakesarimdk @CommissionrGHMC @TelanganaDGP @CPHydCity Location: The Water tank junction is in between Alwal and Hakimpet bus station. Other two road leads to Kowkoor and Risala bazar.,Hyderabad,[],en,https://twitter.com/statuses/1139062276034400256,no,NA,[],"['CommissionrGHMC', 'HydUPTOdate', 'hydcitypolice', 'HiHyderabad', 'CIVILKHAN1', 'CPHydCity', 'AddlCPTrHyd', 'rajakesarimdk', 'TelanganaDGP', 'Hydbeatdotcom', 'GHMCOnline', 'HYDTP']",Jun-13-2019,06:49:44
635,Hareesh kumar Nunna,hareeshjgd,hyderabad,"Business Development @ What's Score, Volunteer at Art Of Living, Sports Enthusiast, Yoga Daily, Fitness Trainer, Nature lover, Traveller, Meditator, Patriotic.",@malkajgiriTrPS @RachakondaCop Thank you for restoring the faith in democracy 🙏 @hydcitypolice @TelanganaDGP 🤝,Hyderabad,[],en,https://twitter.com/statuses/1139062211253432321,no,NA,[],"['RachakondaCop', 'malkajgiriTrPS', 'hydcitypolice', 'TelanganaDGP']",Jun-13-2019,06:49:28
636,uddagiri_vinay,uvinay6677,"Visakhapatnam,india",I don't even know what I can do.,@AskAnshul @KTRTRS. @hydcitypolice spreading fake news itseems. Take action on news channels. Then go for people who read news from some blablabla news papers.,Hyderabad,[],en,https://twitter.com/statuses/1139061752094572544,no,NA,[],"['AskAnshul', 'hydcitypolice', 'KTRTRS']",Jun-13-2019,06:47:39
637,CHALAM CHOWKIDAR,ChalamChowkidar,India,"I'm an Indian who loves India and its Heritage, Culture and Its Eternal Dharma.","Is it also a rumour?
@hydcitypolice https://t.co/KXiUWjjOfA",Hyderabad,[],en,https://twitter.com/statuses/1139061684058779649,no,NA,[],['hydcitypolice'],Jun-13-2019,06:47:22
638,Teju,Padma67207030,,My MiNd Is MoRe TaLkaTiVe tHaN mY MoUtH....😝😝,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139061472804319232,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:46:32
639,Teja Swaroop Arukoti,TejaArukoti,"Hyderabad,India","Microsoft Student Partner, Passionate about programming and sharing the knowledge.","@HYDTP @CIVILKHAN1 @HiHyderabad @GHMCOnline @HydUPTOdate @hydcitypolice @Hydbeatdotcom @AddlCPTrHyd @rajakesarimdk @CommissionrGHMC @TelanganaDGP @CPHydCity Sir, attaching exact location in maps. https://t.co/q3JQkfj5Pc",Hyderabad,['https://twitter.com/TejaArukoti/status/1139060536664940544/photo/1'],en,https://twitter.com/statuses/1139060536664940544,no,NA,[],"['CommissionrGHMC', 'HydUPTOdate', 'hydcitypolice', 'HiHyderabad', 'CIVILKHAN1', 'CPHydCity', 'AddlCPTrHyd', 'rajakesarimdk', 'TelanganaDGP', 'Hydbeatdotcom', 'GHMCOnline', 'HYDTP']",Jun-13-2019,06:42:49
640,Gaddamedi Devanand🇮🇳🇮🇳,GaddamediDevan1,"Hyderabad, India","Nation First***
Graduate,Social Worker,Becoming Politician","@Krishna09252214 @hydcitypolice Yes Madam  absolutely right.
They hv rights but.....",Hyderabad,[],en,https://twitter.com/statuses/1139060043481997312,no,NA,[],"['hydcitypolice', 'Krishna09252214']",Jun-13-2019,06:40:51
641,sandeep sai,sandsaims,India,"Proud Indian Hindu also happen to be BJP yuva morcha state Vice-President
,Telangana.",@psrjnr_cyb @dcpshmbad_cyb @hydcitypolice @cyberabadpolice @KTRTRS @TelanganaDGP a youth tirupati nail committed suicide on 30th alleging torture from his wife and in laws in a suicide note and video but no action has been taken so far.,Hyderabad,[],en,https://twitter.com/statuses/1139060024624336897,no,NA,[],"['psrjnr_cyb', 'hydcitypolice', 'TelanganaDGP', 'KTRTRS', 'dcpshmbad_cyb', 'cyberabadpolice']",Jun-13-2019,06:40:47
642,Narsing rao.v,NarsingVangari,,ధర్మో రక్షతి రక్షతః,"RT @LakshmiRamanuj2: Sir, again today they're preaching at the same place @hydcitypolice  @shoousity https://t.co/wfIcqJOQon",Hyderabad,[],en,https://twitter.com/statuses/1139060022040653824,yes,LakshmiRamanuj2,[],"['shoousity', 'LakshmiRamanuj2', 'hydcitypolice']",Jun-13-2019,06:40:46
643,VEMARAJU SURENDRA,Surenv555,"HYDERABAD, BHARAT,INDIA","MALE , 36, love Indian Music, westernJazz/ current affairs/ business/ Tech freak/ Mech Engineer","@AdvmohdR @TelanganaDGP @TelanganaCMO @hydcitypolice @RachakondaCop @cyberabadpolice @etvtelanganaa Yes , please take action on media and print channels for reporting facts which are not reliable . This is most urgent to stop such unreliable messages to roam around us and cause panic and bring down Hyd safe reputation",Hyderabad,[],en,https://twitter.com/statuses/1139059531722371073,no,NA,[],"['hydcitypolice', 'TelanganaCMO', 'etvtelanganaa', 'TelanganaDGP', 'RachakondaCop', 'AdvmohdR', 'cyberabadpolice']",Jun-13-2019,06:38:49
644,SAITEZAA,IPS_TEJA,"Hyderabad, India",Social Activist fighting against the corruption & education mafia,"Good initiative by @hydcitypolice @CPHydCity 
@shocharminar let's see how many cases will be booked against this violation  @IPS_TEJA @VijayGopal_ @FACHyderabad
 @cpcybd @RachakondaCop : we expect the other places also follow the same. https://t.co/NL2FIQ0oVL",Hyderabad,['https://twitter.com/IPS_TEJA/status/1139059428026568705/photo/1'],en,https://twitter.com/statuses/1139059428026568705,no,NA,[],"['VijayGopal_', 'hydcitypolice', 'CPHydCity', 'cpcybd', 'RachakondaCop', 'IPS_TEJA', 'shocharminar', 'FACHyderabad']",Jun-13-2019,06:38:24
645,Srikhande Umesh Kumar,srikhande_umesh,"Hyderabad, India",A Socially Responsible Citizen. Founder/President of Know Your Rights  NGO. RTI Activist. ngo.knowyourrights@gmail.com.   Patriotic & Nationalist. Jai Hind!,"@TelanganaDGP @CyberCrimeshyd @hydcitypolice @NGOKYR 

Only 14% of Internet Users will not fall victim to any fake news! https://t.co/rpP2zkC0i6",Hyderabad,['https://twitter.com/srikhande_umesh/status/1139057981721415681/photo/1'],en,https://twitter.com/statuses/1139057981721415681,no,NA,[],"['CyberCrimeshyd', 'hydcitypolice', 'NGOKYR', 'TelanganaDGP']",Jun-13-2019,06:32:40
646,Sandeep Kumar,isunandthemoon,"Hyderabad, India",Hyderabadi | Communicator | IT Professional,@hydcitypolice @iamsowmya18 Especially you. Okay? 😂😂,Hyderabad,[],en,https://twitter.com/statuses/1139057854537539584,no,NA,[],"['iamsowmya18', 'hydcitypolice']",Jun-13-2019,06:32:09
647,AR Bethi,arbethi,"Hyderabad, India","Every time I see you, I fall in love❤️ all over again.😘💋","RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139057039177502721,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:28:55
648,Krishnaveni,Krishna09252214,India,,@GaddamediDevan1 @hydcitypolice Eenadu gvn news on ths and police saying not to spread fake news..... Now this z fake news or fact news. To whom we need to trust or follow. Why police nd govt officially not gvng interviews and guidelines to the Public.,Hyderabad,[],en,https://twitter.com/statuses/1139056932180725760,no,NA,[],"['GaddamediDevan1', 'hydcitypolice']",Jun-13-2019,06:28:29
649,Raghupathi  Reddy Pendli,RaghupathiPendl,Warangal ,HDFC,"@RachakondaCop @hydcitypolice @SheTeams @cyberabadpolice 
Then again what is this news sir?? https://t.co/6fzrICE8wL",Hyderabad,[],en,https://twitter.com/statuses/1139056902820679682,no,NA,[],"['RachakondaCop', 'SheTeams', 'cyberabadpolice', 'hydcitypolice']",Jun-13-2019,06:28:22
650,Abhishek,ion_neon,,Facts don't care about your feelings.,"RT @LakshmiRamanuj2: Sir, again today they're preaching at the same place @hydcitypolice  @shoousity https://t.co/wfIcqJOQon",Hyderabad,[],en,https://twitter.com/statuses/1139056200320815104,yes,LakshmiRamanuj2,[],"['shoousity', 'LakshmiRamanuj2', 'hydcitypolice']",Jun-13-2019,06:25:35
651,V’vek vaRdhaN,NikkyVivek,,You have to be prepared to lose anything or anyone at any moment. When you accept that reality... Childhood ends.,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139055971479760896,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:24:40
652,Irfan Qureshi عرفان قريشي,irfanqur,Ahmedabad,"Member of Companions of Peace & Justice..
(Gujarat Unit)",RT @pathan_sumaya: Hence i Request @hydcitypolice To  Take Strict Action Against Such Type of Individuals So That There is No Disturbance i…,Hyderabad,[],en,https://twitter.com/statuses/1139055206996553728,yes,pathan_sumaya,[],"['pathan_sumaya', 'hydcitypolice', 'TelanganaDGP', 'CPHydCity']",Jun-13-2019,06:21:38
653,CHALAM CHOWKIDAR,ChalamChowkidar,India,"I'm an Indian who loves India and its Heritage, Culture and Its Eternal Dharma.",@NandiPrasad5 @LakshmiRamanuj2 @hydcitypolice @shoousity చట్టం తన పని తాను చేసుకుపోతుందేమో భయ్యా!!! 😁😁😁😁,Hyderabad,[],te,https://twitter.com/statuses/1139054688186187776,no,NA,[],"['shoousity', 'LakshmiRamanuj2', 'NandiPrasad5', 'hydcitypolice']",Jun-13-2019,06:19:34
654,Sai Prem M,Saiprem666,"Kakinada, India",Responsbility makes life perfect,"RT @hydcitypolice: There has been widespread of rumors on Missing Women&amp;Children, It is not true. Police takes all possible steps to trace…",Hyderabad,[],en,https://twitter.com/statuses/1139054458061541376,yes,hydcitypolice,[],['hydcitypolice'],Jun-13-2019,06:18:40
655,Abdul Aleem MBT,AbdulaleemMBT,"Hyderabad, India",President Hafez Baba Nagar Youth Welfare Association Social Activities,RT @RachakondaCop: We appeal to the netizens please don't believe the social media #rumours about #Missing #cases .@TelanganaDGP @hydcitypo…,Hyderabad,[],en,https://twitter.com/statuses/1139054289807036416,yes,RachakondaCop,"['Missing', 'cases', 'rumours']","['She_TeamRCK1', 'hydcitypolice', 'IGWomenSafety', 'TelanganaDGP', 'RachakondaCop', 'cyberabadpolice']",Jun-13-2019,06:17:59
656,Prashant singh,Prashant880088,,,@dtptraffic Also do I need to attend any training at todapur? And three months will be counted from date of challan or any other submission.,Delhi,[],en,https://twitter.com/statuses/1139095701239975936,no,NA,[],['dtptraffic'],Jun-13-2019,09:02:33
657,सोनवीर पाल,sonvirpal1453,"New Delhi, India","दर्द सबके एक हैं

मगर

हौंसले सबके अलग अलग हैं

कोई हताश हो के बिखर गया

तो

कोई संघर्ष कर के निखर गया...!!!","@RupeshKNPSS @pramod4g @dtptraffic @sudhirchaudhary @dntripathi08 @PMOIndia फिलहाल ऑटो वाले ट्रेफिक वालों को नियंत्रण करते है,,",Delhi,[],hi,https://twitter.com/statuses/1139095252415811585,no,NA,[],"['RupeshKNPSS', 'pramod4g', 'dntripathi08', 'dtptraffic', 'sudhirchaudhary', 'PMOIndia']",Jun-13-2019,09:00:46
